Area Name,Address,Rent,Violent CrimeRate,Overall CrimeRate,Bed,Bath,Northeastern University_transit,Northeastern University_driving,Boston University_transit,Boston University_driving,Boston College_transit,Boston College_driving,Northeastern University_transit_cost,Boston University_transit_cost,Boston College_transit_cost
Fenway,165 Hemenway Unit 5,2950,0.2866,1.86,2.0,1.0,196.0,196.0,3606.0,1491.0,10488.0,7922.0,0,1.7,2.4
Fenway,132 Hemenway Unit 10,3200,0.2866,1.86,2.0,1.0,76.0,76.0,3703.0,1371.0,8425.0,12394.0,0,1.7,2.4
Fenway,238 Hemenway Unit 11,4850,0.2866,1.86,3.0,1.0,170.0,170.0,3390.0,1798.0,11478.0,7729.0,0,1.7,5.8
Fenway,238 Hemenway Unit b5,3195,0.2866,1.86,2.0,1.0,170.0,170.0,3390.0,1798.0,11478.0,7729.0,0,1.7,5.8
Fenway,238 Hemenway Unit B8,3395,0.2866,1.86,2.0,1.0,170.0,170.0,3390.0,1798.0,11478.0,7729.0,0,1.7,5.8
Fenway,315 Huntington Unit 2B,3100,0.2866,1.86,2.0,1.0,,,,,,,,,
Fenway,409 Huntington Unit 28,3300,0.2866,1.86,2.0,1.0,,,,,,,,,
Fenway,64 Louis Prang Unit 1,4950,0.2866,1.86,3.0,1.0,,,,,,,,,
Fenway,64 Louis Prang Unit 3,6600,0.2866,1.86,4.0,1.0,,,,,,,,,
Fenway,149 Park dr Unit 22,3250,0.2866,1.86,2.0,1.0,,,,,,,,,
Fenway,447 Park Unit 1A,4800,0.2866,1.86,3.0,1.0,,,,,,,,,
Fenway,447 Park Unit 2A,4800,0.2866,1.86,3.0,1.0,,,,,,,,,
Fenway,463 Park Unit B,4500,0.2866,1.86,3.0,1.0,,,,,,,,,
Fenway,463 Park Unit 15,3200,0.2866,1.86,2.0,1.0,,,,,,,,,
Fenway,463 Park Unit 21,4200,0.2866,1.86,3.0,1.0,,,,,,,,,
Fenway,58 Queensberry Unit 16,3700,0.2866,1.86,3.0,1.0,,,,,,,,,
Fenway,58 Queensberry Unit 21,3750,0.2866,1.86,3.0,1.0,,,,,,,,,
Fenway,97 St Stephen Unit 9,3300,0.2866,1.86,2.0,1.0,,,,,,,,,
Fenway,115 St Stephen Unit 51,3300,0.2866,1.86,2.0,1.0,,,,,,,,,
Fenway,45 Westland Unit 2,2800,0.2866,1.86,1.0,1.0,,,,,,,,,
Fenway,45 Westland Unit 6,4450,0.2866,1.86,3.0,1.0,,,,,,,,,
Fenway,45 Westland Unit 16,4550,0.2866,1.86,3.0,1.0,,,,,,,,,
Fenway,45 Westland Unit 19,4500,0.2866,1.86,3.0,1.0,,,,,,,,,
Brookline,1061 Beacon st  Unit B,4800,0.01,0.25,3.0,2.0,3334.0,2008.0,504.0,1168.0,5281.0,5377.0,1.7,0,2.4
Brookline,131 Brook  Unit 2,4800,0.01,0.25,5.0,2.0,,,,,,,,,
Brookline,241 Freeman Unit 5,4950,0.01,0.25,,,,,,,,,,,
Brookline,312 Tappan Unit 1A,3175,0.01,0.25,2.0,1.0,,,,,,,,,
Brookline,13 Perry Unit 1,2800,0.01,0.25,2.0,1.0,,,,,,,,,
Mission hill,822 Huntington Unit 3,4000,,,4.0,1.0,,,,,,,,,
Mission hill,822 Huntington Unit 4,3600,,,3.0,1.0,,,,,,,,,
Mission hill,838 Huntington Unit 1,3500,,,2.0,1.0,,,,,,,,,
Mission hill,840 Huntington Unit 1,3500,,,2.0,1.0,,,,,,,,,
Mission hill,882 Huntington Unit 1,4480,,,3.0,1.0,,,,,,,,,
Mission hill,226 Parker Hill Ave Unit 1,3600,,,2.0,1.0,2652.0,1632.0,6111.0,3742.0,8515.0,6942.0,1.7,4.1,4.1
Mission hill,226 Parker Hill Ave Unit 4,3600,,,2.0,1.0,2652.0,1632.0,6111.0,3742.0,8515.0,6942.0,1.7,4.1,4.1
Mission hill,226 Parker Hill Ave Unit 5,3600,,,2.0,1.0,2652.0,1632.0,6111.0,3742.0,8515.0,6942.0,1.7,4.1,4.1
Mission hill,226 Parker Hill Ave Unit 6,3600,,,2.0,1.0,2652.0,1632.0,6111.0,3742.0,8515.0,6942.0,1.7,4.1,4.1
Mission hill,226 Parker Hill Ave Unit 8,3600,,,2.0,1.0,2652.0,1632.0,6111.0,3742.0,8515.0,6942.0,1.7,4.1,4.1
Mission hill,226 Parker Hill Ave Unit 10,3500,,,2.0,1.0,2652.0,1632.0,6111.0,3742.0,8515.0,6942.0,1.7,4.1,4.1
Mission hill,226 Parker Hill Ave Unit 11,3500,,,2.0,1.0,2652.0,1632.0,6111.0,3742.0,8515.0,6942.0,1.7,4.1,4.1
Mission hill,226 Parker Hill Ave Unit 16,3500,,,2.0,1.0,2652.0,1632.0,6111.0,3742.0,8515.0,6942.0,1.7,4.1,4.1
Mission hill,30 S Huntington Unit 1,3300,,,2.0,1.0,,,,,,,,,
Mission hill,30 S Huntington Unit 2,4350,,,3.0,1.0,,,,,,,,,
Mission hill,30 S Huntington Unit 3,4200,,,3.0,1.0,,,,,,,,,
Mission hill,71 S Huntington Unit 1,3800,,,3.0,1.0,,,,,,,,,
Mission hill,71 S Huntington Unit 1,5000,,,4.0,1.0,,,,,,,,,
AllstonBrighton,53 Ashford  Unit 3,2700,,,2.0,1.0,,,,,,,,,
AllstonBrighton,153 Brighton ave Unit 10,2600,,,2.0,1.0,6503.0,5522.0,1301.0,1463.0,4267.0,3893.0,4.1,1.7,2.4
AllstonBrighton,11 Barrows  Unit 3,2200,,,1.0,1.0,,,,,,,,,
AllstonBrighton,251 Cambridge  Unit 3,4650,,,4.0,1.0,,,,,,,,,
AllstonBrighton,1131 Commonwealth Unit 4,3300,,,,,,,,,,,,,
AllstonBrighton,1687 Commonwealth Unit 18,2725,,,2.0,1.0,,,,,,,,,
AllstonBrighton,1789 Commonwealth Unit 3,4000,,,4.0,2.0,,,,,,,,,
AllstonBrighton,17 Cummings Unit 2,3500,,,4.0,1.0,,,,,,,,,
AllstonBrighton,17 Cummings Unit 4,3700,,,4.0,2.0,,,,,,,,,
AllstonBrighton,17 Cummings Unit 6,3750,,,4.0,2.0,,,,,,,,,
AllstonBrighton,23 Cummings Unit 6,3750,,,4.0,2.0,,,,,,,,,
AllstonBrighton,29 Cummings Unit 4,3700,,,4.0,2.0,,,,,,,,,
AllstonBrighton,29 Cummings Unit 5,3750,,,4.0,2.0,,,,,,,,,
AllstonBrighton,29 Cummings Unit 6,3700,,,4.0,2.0,,,,,,,,,
AllstonBrighton,23 Egremont Unit 4,3650,,,4.0,2.0,,,,,,,,,
AllstonBrighton,27 Egremont Unit A,3100,,,4.0,2.0,,,,,,,,,
AllstonBrighton,27 Egremont Unit 3,3650,,,4.0,2.0,,,,,,,,,
AllstonBrighton,27 Egremont Unit 4,3650,,,4.0,2.0,,,,,,,,,
AllstonBrighton,27 Egremont Unit 5,3700,,,4.0,2.0,,,,,,,,,
AllstonBrighton,33 Egremont Unit B,3200,,,3.0,2.0,,,,,,,,,
AllstonBrighton,37 Egremont Unit 3,4400,,,5.0,2.0,,,,,,,,,
AllstonBrighton,37 Egremont Unit 5,4400,,,5.0,2.0,,,,,,,,,
AllstonBrighton,41 Egremont Unit 4,4400,,,5.0,2.0,,,,,,,,,
AllstonBrighton,41 Egremont Unit 6,3950,,,4.0,2.0,,,,,,,,,
AllstonBrighton,75 Gardner Unit 7B,2400,,,1.0,1.0,,,,,,,,,
AllstonBrighton,75 Gardner Unit 8B,2600,,,2.0,1.0,,,,,,,,,
AllstonBrighton,146 North Beacon Unit B2,3200,,,,,7870.0,8763.0,2772.0,2394.0,3449.0,3163.0,3.4,1.7,4.1
AllstonBrighton,47 Orkney Rd Unit 2,5000,,,5.0,2.0,6234.0,5402.0,5038.0,4061.0,1794.0,1886.0,5.1,3.4,2.4
AllstonBrighton,47 Orkney Rd Unit 3,5000,,,5.0,2.0,6240.0,5395.0,5044.0,4054.0,1800.0,1879.0,5.1,3.4,2.4
AllstonBrighton,15 Scottfield Unit 16,3000,,,3.0,1.0,1209070.0,908523.0,1212499.0,905231.0,1215463.0,901260.0,0,0,0
AllstonBrighton,123 Sutherland Unit B,2995,,,2.0,1.0,,,,,,,,,
AllstonBrighton,131 Washington Unit 42,2300,,,1.0,1.0,,,,,,,,,
Jamaica Plain,279 Lamartine Unit 1,5875,0.03,0.28,4.0,2.0,,,,,,,,,
Jamaica Plain,314 Centre Unit 4,3200,0.03,0.28,3.0,1.0,,,,,,,,,
Jamaica Plain,314 Centre Unit 2,4000,0.03,0.28,3.0,1.0,,,,,,,,,
Jamaica Plain,314 Centre Unit 3,4400,0.03,0.28,4.0,2.0,,,,,,,,,
Jamaica Plain,8 Buckley Unit 1,3300,0.03,0.28,3.0,1.0,,,,,,,,,
Jamaica Plain,23 Evergreen Unit 2,4300,0.03,0.28,4.0,2.0,,,,,,,,,
Jamaica Plain,2 Mark st Unit 1,4060,0.03,0.28,3.0,2.0,,,,,,,,,
Jamaica Plain,3 Mark st Unit 2,4690,0.03,0.28,4.0,2.0,,,,,,,,,
Jamaica Plain,3147-3149 Washington st Unit 2,4100,0.03,0.28,4.0,1.0,4425.0,2895.0,9557.0,5470.0,16613.0,7718.0,1.7,3.4,5.8
Roxbury,65 Burrell Unit 3,3600,0.38,0.07,3.0,2.0,,,,,,,,,
Roxbury,21 Alpine Unit 2,4850,0.38,0.07,4.0,2.0,,,,,,,,,
Roxbury,129 Cedar St Unit 1,4100,0.38,0.07,4.0,2.0,,,,,,,,,
Roxbury,93 George Unit 1,2950,0.38,0.07,2.0,1.0,,,,,,,,,
Roxbury,93 George Unit 3,3295,0.38,0.07,3.0,1.0,,,,,,,,,
Roxbury,190 Highland St Unit 1,3300,0.38,0.07,3.0,1.0,72500.0,63246.0,75914.0,69459.0,83144.0,70061.0,0,0,0
Roxbury,2969 Washington Unit B,2850,0.38,0.07,1.0,1.0,,4784442.0,,4781150.0,,4777179.0,,,
Roxbury,2971 Washington Unit A,2995,0.38,0.07,2.0,1.0,,4784442.0,,4781150.0,,4777179.0,,,
Roxbury,2973 Washington Unit 1,3025,0.38,0.07,2.0,1.0,,4784442.0,,4781150.0,,4777179.0,,,
Roxbury,2975 Washington Unit 2,3750,0.38,0.07,3.0,2.0,,4784442.0,,4781150.0,,4777179.0,,,
Medford,124 Bonner Unit 2,4225,,,4.0,2.0,,,,,,,,,
Medford,313 Cambridge Unit 1,3995,,,4.0,1.0,,,,,,,,,
Medford,313 Cambridge Unit 2,4445,,,4.0,1.0,,,,,,,,,
Medford,74 Gore Unit 3,3445,,,3.0,1.0,,,,,,,,,
Medford,58 Medford Unit 3,3195,,,3.0,1.0,,,,,,,,,
Medford,585 Somerville Unit A-1,4355,,,4.0,2.0,15428.0,7714.0,6922.0,7198.0,18016.0,11248.0,4.1,4.1,2.4
Medford,68 Winchester Unit 2,4595,,,,,,,,,,,,,
DowntownSouth End,81 Essex Unit 36,2600,,,1.0,1.0,,,,,,,,,
DowntownSouth End,81 Essex Unit 22,3595,,,2.0,1.0,,,,,,,,,
DowntownSouth End,601 Albany st  Unit 506,3400,,,1.0,1.0,2032.0,2041.0,6993.0,8407.0,13113.0,16942.0,1.7,1.7,4.1
DowntownSouth End,601 Albany st  Unit 607,4200,,,,,2032.0,2041.0,6993.0,8407.0,13113.0,16942.0,1.7,1.7,4.1
Jamaica Plain,63 Mozart St. #R Jamaica Plain,3100,0.0,0.0,3.0,2.0,4743.0,2671.0,8342.0,4745.0,10849.0,7155.0,1.7,4.1,5.8
Jamaica Plain,12 Dalrymple St. #3 Jamaica Plain,4200,0.0,0.0,5.0,2.0,4181.0,3029.0,7546.0,5262.0,10782.0,7510.0,1.7,3.4,6.5
Jamaica Plain,49 Chestnut Ave. #3 Jamaica Plain,2500,0.0,0.0,2.0,1.0,3052.0,2424.0,8265.0,5018.0,10216.0,7428.0,1.7,4.1,6.5
Beacon Hill,20 Mount Vernon #102 Beacon Hill,1800,0.0,0.0,,1.0,4321.0,3622.0,4870.0,3106.0,10448.0,13782.0,1.7,2.4,2.4
Mission Hill,75 Saint Alphonsus St. #1502 Mission Hill,3279,0.0,0.0,2.0,1.5,902.0,966.0,5700.0,2297.0,12405.0,6937.0,2.4,4.1,2.4
Jamaica Plain,5 Buckley Ave. #3 Jamaica Plain,2975,0.0,0.0,3.0,1.0,3017.0,2389.0,8233.0,4666.0,10181.0,7076.0,1.7,4.1,6.5
Back Bay,770 Boylston St. #780-19D Back Bay,3060,0.0,0.0,,1.0,2323.0,8078.0,3493.0,6023.0,9028.0,13280.0,1.7,4.1,2.4
Jamaica Plain,81-85 Amory St. #401 Jamaica Plain,3850,0.0,0.0,3.0,2.0,3460.0,2372.0,6860.0,4476.0,10624.0,7814.0,1.7,3.4,5.8
Fort Hill,162 Centre St. #1 Fort Hill,2750,0.0,0.0,2.0,1.0,2377.0,1689.0,6735.0,3793.0,9542.0,7456.0,1.7,3.4,5.8
Dorchester,65 River #2 Dorchester,1800,0.0,0.0,1.0,1.0,7240.0,5326.0,10428.0,14549.0,14544.0,12603.0,1.7,3.4,5.8
Jamaica Plain,3266 Washington St. #3F Jamaica Plain,2950,0.0,0.0,3.0,1.0,4913.0,3251.0,7898.0,6061.0,11665.0,7943.0,4.1,3.4,5.8
Mission Hill,39 Calumet #2 Mission Hill,3900,0.0,0.0,4.0,1.0,1252.0,1593.0,5364.0,2924.0,12755.0,6508.0,2.4,4.1,2.4
Allston,9 Park Vale Ave. #12 Allston,2800,0.0,0.0,2.0,1.0,6966.0,6140.0,1390.0,1771.0,4180.0,3669.0,2.4,2.4,2.4
Fenway,313 Huntington Ave. #2B Fenway,3100,0.0,0.0,2.0,1.0,643.0,604.0,4520.0,2232.0,10099.0,8057.0,1.7,4.1,4.1
Mission Hill,75 Saint Alphonsus St. #215 Mission Hill,3229,0.0,0.0,2.0,1.5,902.0,966.0,5700.0,2297.0,12405.0,6937.0,2.4,4.1,2.4
Allston,525 Lincoln St. #Various (4 bed) Allston,8100,0.0,0.0,4.0,3.0,7043.0,4957.0,2835.0,2036.0,4978.0,4680.0,3.4,3.4,4.1
Allston,1415 Commonwealth Ave. #203 Allston,3600,0.0,0.0,3.0,2.0,5181.0,6609.0,1961.0,2535.0,3508.0,2978.0,2.4,2.4,2.4
Jamaica Plain,225 Centre St. #301 Jamaica Plain,3116,0.0,0.0,2.0,2.0,2691.0,1936.0,6091.0,4040.0,11190.0,7384.0,1.7,3.4,6.5
Fenway,1330 Boylston St. #1415 Fenway,5150,0.0,0.0,1.0,1.5,3634.0,1131.0,699.0,1328.0,7406.0,6269.0,0,0,2.4
Fenway,49 Burbank St. #8 Fenway,4454,0.0,0.0,2.0,1.0,325.0,555.0,2631.0,1641.0,8209.0,12664.0,0,2.4,2.4
Jamaica Plain,9 Cornwall St. #PH Jamaica Plain,3950,0.0,0.0,3.0,1.0,4418.0,3250.0,7957.0,6002.0,11646.0,7977.0,4.1,3.4,5.8
Allston,1185 Commonwealth Ave. #1 Allston,3555,0.0,0.0,3.0,1.0,6596.0,5776.0,1225.0,1115.0,4015.0,3885.0,2.4,2.4,2.4
Allston,1185 Commonwealth Ave. #3 Allston,3795,0.0,0.0,3.0,2.0,6596.0,5776.0,1225.0,1115.0,4015.0,3885.0,2.4,2.4,2.4
Beacon Hill,70 Joy St. #15 Beacon Hill,3300,0.0,0.0,2.0,1.0,4540.0,4468.0,5616.0,3952.0,11151.0,14628.0,1.7,4.1,2.4
Fenway,1260 Boylston St. #807 Fenway,3276,0.0,0.0,,1.0,686.0,919.0,798.0,1116.0,7815.0,6481.0,0,0,2.4
Brighton,1687 Commonwealth Ave. #18 Brighton,2725,0.0,0.0,2.0,1.0,6270.0,5984.0,3050.0,3698.0,2163.0,1905.0,2.4,2.4,2.4
Jamaica Plain,56 Forbes St. #2 Jamaica Plain,3450,0.0,0.0,3.0,1.0,3467.0,2969.0,6754.0,4392.0,10909.0,6877.0,1.7,5.8,4.1
Jamaica Plain,10 Union Ave. #10A-2 Jamaica Plain,3750,0.0,0.0,3.0,1.0,5186.0,3727.0,8171.0,5858.0,11357.0,7635.0,4.1,4.1,6.5
South End,556 Columbus Ave. #11-C South End,2595,0.0,0.0,1.0,1.0,309.0,816.0,4530.0,1995.0,9140.0,13722.0,0,4.1,4.1
Brighton,125 Chiswick Rd. #212 Brighton,2800,0.0,0.0,2.0,1.0,6645.0,6262.0,3425.0,3977.0,1743.0,1259.0,2.4,2.4,2.4
Washington Square,1677 Beacon St. #2 Washington Square,4400,0.0,0.0,4.0,2.0,5125.0,4260.0,3047.0,2918.0,3441.0,3248.0,2.4,2.4,2.4
Brighton,10 Camelot Ct. #10-2L Brighton,3273,0.0,0.0,2.0,1.0,6772.0,6283.0,2297.0,2209.0,3362.0,3454.0,2.4,2.4,2.4
Jamaica Plain,3611 Washington St. #2413 Jamaica Plain,3278,0.0,0.0,2.0,2.0,5960.0,4624.0,8945.0,7003.0,16171.0,8020.0,2.4,3.4,5.8
Roxbury,182 Walnut Ave. #3 Roxbury,3425,0.0,0.0,4.0,1.0,3634.0,2943.0,6636.0,5047.0,11146.0,8569.0,1.7,3.4,5.8
Allston,157 Everett St. #203 Allston,3650,0.0,0.0,2.0,2.0,7312.0,7558.0,2511.0,2378.0,5794.0,4018.0,3.4,1.7,2.4
Fenway,90 Westland Ave. #203 Fenway,2950,0.0,0.0,2.0,1.0,124.0,124.0,2687.0,1210.0,8265.0,12233.0,0,2.4,2.4
Jamaica Plain,27 Parkton Rd. #3 Jamaica Plain,4595,0.0,0.0,3.0,2.0,4004.0,4172.0,6030.0,3812.0,13811.0,6347.0,1.7,3.4,4.1
Mission Hill,75 Saint Alphonsus St. #410 Mission Hill,2645,0.0,0.0,,1.0,902.0,966.0,5700.0,2297.0,12405.0,6937.0,2.4,4.1,2.4
Mission Hill,75 Saint Alphonsus St. #2007 Mission Hill,4956,0.0,0.0,3.0,2.0,902.0,966.0,5700.0,2297.0,12405.0,6937.0,2.4,4.1,2.4
Brighton,11 Camelot Ct. #11-6J Brighton,3348,0.0,0.0,2.0,1.0,5479.0,6322.0,2259.0,2248.0,3324.0,3493.0,3.4,2.4,2.4
Roxbury,150 Camden St. #150 - 504 Roxbury,4600,0.0,0.0,2.0,2.0,134.0,618.0,3541.0,2194.0,9119.0,8737.0,0,4.1,4.1
Roxbury,150 Camden St. #150 - 506 Roxbury,3200,0.0,0.0,1.0,1.0,134.0,618.0,3541.0,2194.0,9119.0,8737.0,0,4.1,4.1
Back Bay,290 Commonwealth Ave. #24 Back Bay,1875,0.0,0.0,,1.0,1795.0,1933.0,2420.0,1483.0,7998.0,13087.0,1.7,2.4,2.4
Back Bay,1 Charles St. South #214 Back Bay,3850,0.0,0.0,1.0,1.0,2706.0,3719.0,3986.0,3203.0,9521.0,14790.0,1.7,4.1,2.4
Back Bay,122 Beacon St. #1 Back Bay,3100,0.0,0.0,,1.0,2730.0,2730.0,4099.0,2214.0,9634.0,12890.0,1.7,2.4,2.4
Brighton,63 Sutherland #B-2 Brighton,1700,0.0,0.0,1.0,1.0,,,,,,,,,
Hyde Park,35 Williams Ave. #1 Hyde Park,2750,0.0,0.0,2.0,1.0,13424.0,11854.0,23389.0,15266.0,27239.0,13545.0,3.4,5.1,4.1
Jamaica Plain,112 Amory St. #1 Jamaica Plain,2000,0.0,0.0,1.0,1.0,3464.0,2376.0,6864.0,5284.0,10628.0,7694.0,1.7,3.4,5.8
Dorchester,85 Pierce Ave. #2 Dorchester,2800,0.0,0.0,2.0,1.0,10837.0,9227.0,14237.0,15440.0,18347.0,14738.0,3.4,4.1,7.5
Jamaica Plain,285 Lamartine St. #1 Jamaica Plain,5875,0.0,0.0,4.0,2.0,4576.0,3280.0,7355.0,5642.0,11509.0,7532.0,2.4,4.1,2.4
Allston,1185 Commonwealth Ave. #101 Allston,4500,0.0,0.0,4.0,2.0,4445.0,5776.0,1225.0,1115.0,4015.0,3885.0,2.4,2.4,2.4
Roxbury,23-25 Rockledge St. #23 Roxbury,4100,0.0,0.0,3.0,1.5,2190.0,2177.0,5606.0,4169.0,9692.0,8525.0,1.7,1.7,4.1
Jamaica Plain,17 Pond Street - 17 #1 Jamaica Plain,3250,0.0,0.0,3.0,1.0,4662.0,5131.0,6688.0,4771.0,14468.0,6589.0,1.7,3.4,4.1
Mission Hill,75 Saint Alphonsus St. #702 Mission Hill,3249,0.0,0.0,2.0,1.5,902.0,966.0,5314.0,2297.0,8104.0,6937.0,2.4,4.1,2.4
Mission Hill,75 Saint Alphonsus St. #708 Mission Hill,2469,0.0,0.0,1.0,1.0,902.0,966.0,5314.0,2297.0,8104.0,6937.0,2.4,4.1,2.4
Mission Hill,75 Saint Alphonsus St. #1602 Mission Hill,3279,0.0,0.0,2.0,1.5,902.0,966.0,5314.0,2297.0,8104.0,6937.0,2.4,4.1,2.4
Mission Hill,75 Saint Alphonsus St. #409 Mission Hill,3439,0.0,0.0,2.0,1.5,902.0,966.0,5314.0,2297.0,8104.0,6937.0,2.4,4.1,2.4
Mission Hill,75 Saint Alphonsus St. #2006 Mission Hill,2589,0.0,0.0,1.0,1.0,902.0,966.0,5314.0,2297.0,8104.0,6937.0,2.4,4.1,2.4
Fenway,180 Brookline Ave. #1046 Fenway,5274,0.0,0.0,2.0,2.0,2712.0,1429.0,1348.0,1153.0,7690.0,6100.0,1.7,1.7,2.4
Allston,1185 Commonwealth Ave. #5 Allston,3000,0.0,0.0,2.0,1.0,4445.0,5776.0,1225.0,1115.0,4015.0,3885.0,2.4,2.4,2.4
Brighton,1550 Soldiers Field Rd. #316 Brighton,3988,0.0,0.0,2.0,2.0,7895.0,8280.0,5568.0,6786.0,5028.0,3708.0,3.4,3.4,4.1
Mission Hill,101 South Huntington Ave. #303 Mission Hill,6889,0.0,0.0,3.0,2.0,2123.0,2119.0,4928.0,2864.0,13625.0,6064.0,2.4,4.1,2.4
Brighton,125 Chiswick Rd. #207 Brighton,2600,0.0,0.0,1.0,1.0,6645.0,6262.0,3425.0,3977.0,1743.0,1259.0,2.4,2.4,2.4
Allston,16-18 Highgate St. (Room Rental) #301 Allston,1450,0.0,0.0,5.0,2.0,5953.0,5473.0,1603.0,1397.0,4569.0,4509.0,1.7,1.7,2.4
Brighton,24 Everett St. #3 Brighton,3700,0.0,0.0,4.0,1.0,6400.0,7996.0,2050.0,1845.0,4205.0,3517.0,4.1,1.7,2.4
Fenway,1260 Boylston St. #927 Fenway,4776,0.0,0.0,1.0,1.0,686.0,919.0,798.0,1116.0,7815.0,6481.0,0,0,2.4
Fenway,1260 Boylston St. #806 Fenway,3268,0.0,0.0,,1.0,686.0,919.0,798.0,1116.0,7815.0,6481.0,0,0,2.4
Allston,65 Brainerd Rd. #60-502 Allston,3913,0.0,0.0,2.0,1.0,4787.0,4285.0,1567.0,1599.0,3757.0,4194.0,4.1,2.4,2.4
Allston,1193 Commonwealth Ave. #20 Allston,2800,0.0,0.0,2.0,1.0,4414.0,5745.0,1194.0,1084.0,3984.0,3854.0,2.4,2.4,2.4
Brighton,1550 Soldiers Field Rd. #219 Brighton,3823,0.0,0.0,2.0,2.0,7895.0,8280.0,5568.0,6786.0,5028.0,3708.0,3.4,3.4,4.1
Allston,398 Cambridge St. #402 Allston,3995,0.0,0.0,2.0,2.0,6377.0,5291.0,1802.0,1501.0,4584.0,3738.0,3.4,1.7,2.4
Back Bay,405 Commonwealth Ave. #9 Back Bay,4300,0.0,0.0,2.0,1.0,1611.0,984.0,564.0,535.0,7988.0,6699.0,1.7,0,2.4
Roxbury,55 Burrell St. #R Roxbury,3600,0.0,0.0,4.0,2.0,3904.0,2407.0,7304.0,5134.0,11416.0,19168.0,1.7,3.4,5.8
Dorchester,2A THANE St. #2 Dorchester,3500,0.0,0.0,3.0,2.0,6597.0,5259.0,9997.0,8161.0,14150.0,12154.0,1.7,3.4,5.8
Back Bay,857 Beacon St. #23 Back Bay,2850,0.0,0.0,1.0,1.0,3045.0,1723.0,658.0,673.0,6996.0,6021.0,1.7,1.7,2.4
Back Bay,100 Arlington St. #4K Back Bay,4752,0.0,0.0,1.0,1.0,2499.0,2359.0,3779.0,2951.0,9314.0,14381.0,2.4,4.1,2.4
Back Bay,30 Dalton #2010 Back Bay,5418,0.0,0.0,1.0,1.0,1443.0,1051.0,2562.0,1431.0,8140.0,13158.0,1.7,2.4,2.4
Back Bay,30 Dalton #2510 Back Bay,5778,0.0,0.0,1.0,1.0,1443.0,1051.0,2562.0,1431.0,8140.0,13158.0,1.7,2.4,2.4
Back Bay,49 Gloucester St. #1 Back Bay,2250,0.0,0.0,,1.0,1566.0,2069.0,2458.0,1619.0,7992.0,7784.0,1.7,2.4,2.4
Back Bay,412 Beacon St. #9 Back Bay,12500,0.0,0.0,3.0,2.5,1801.0,1498.0,979.0,979.0,8221.0,11946.0,1.7,0,2.4
Back Bay,301 Beacon St. Back Bay,35000,0.0,0.0,4.0,4.5,2628.0,1883.0,1364.0,1364.0,9147.0,12330.0,1.7,0,2.4
Allston,75 Braintree St. #205 Allston,3785,0.0,0.0,2.0,1.0,6278.0,5521.0,1928.0,1731.0,4814.0,3825.0,3.4,1.7,2.4
Allston,47 Parkvale Ave. #4 Allston,2500,0.0,0.0,1.0,1.0,6796.0,6309.0,1594.0,1940.0,4349.0,3838.0,4.1,1.7,2.4
Allston,20 Radcliffe Rd. #201 Allston,2300,0.0,0.0,1.0,1.0,6243.0,6691.0,1562.0,2397.0,3711.0,3716.0,2.4,2.4,2.4
Beacon Hill,65 Hancock St. #3R Beacon Hill,2600,0.0,0.0,1.0,1.0,4479.0,3833.0,5028.0,3317.0,10606.0,13993.0,1.7,4.1,2.4
Beacon Hill,116 Charles St. #4 Beacon Hill,8000,0.0,0.0,2.0,2.0,4920.0,3489.0,5631.0,2973.0,10001.0,13649.0,2.4,4.1,2.4
Brighton,9 Bronsdon St. #17B-D_14246 Brighton,3150,0.0,0.0,2.0,1.0,7794.0,6424.0,6686.0,3503.0,4426.0,3527.0,3.4,3.4,4.1
